Cidade,Ano,Fonte Energia,Indústria Predominante,Clima,Consumo MWh,Custo Unitário USD,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,População Cidade
Sydney,2017,Nuclear,Mineração,Temperado,47247,8,357251,"0,5045",269067,2272,4716941,12826720
Melbourne,2015,Carvão,Tecnologia,Temperado,30646,16,109299,"0,3994",295341,637,7293536,1540808
Cidade do México,2019,Gás Natural,Manufatura,Mediterrâneo,32312,8,263252,"0,5062",677557,3751,385141,6324360
Moscou,2019,Carvão,Tecnologia,Tropical,22242,2,374815,"0,3806",835440,305,1728854,11238408
Nova York,2016,Hidrelétrica,Mineração,Temperado,13742,8,105272,"0,4326",711881,1701,1894177,1180812
Los Angeles,2019,Carvão,Agronegócio,Mediterrâneo,16213,14,7463,"0,1981",121735,3665,3687612,11400168
São Paulo,2023,Hidrelétrica,Financeiro,Tropical,29008,19,346643,"0,7925",918283,319,6198386,10158536
Rio de Janeiro,2015,Eólica,Financeiro,Mediterrâneo,11050,18,440379,"0,3817",185785,253,2539747,7295490
Berlim,2016,Hidrelétrica,Financeiro,Desértico,45554,6,331340,"0,2109",158655,4902,11067395,3081691
Munique,2021,Solar,Mineração,Temperado,7636,18,362039,"0,8078",964117,597,35293,7994660
Mumbai,2017,Carvão,Tecnologia,Temperado,45994,5,174827,"0,7857",258423,2902,3178964,16976842
Nova Délhi,2017,Hidrelétrica,Tecnologia,Temperado,11881,9,498344,"0,0339",343846,2253,778573,16371307
Pequim,2021,Nuclear,Tecnologia,Desértico,24241,19,23264,"0,2706",848635,263,5768752,8798842
Xangai,2016,Hidrelétrica,Manufatura,Tropical,12490,7,171624,"0,6592",692028,2824,2460382,12120639
Tóquio,2017,Gás Natural,Manufatura,Temperado,3257,8,16371,"0,2012",758839,419,403453,8604455
Osaka,2018,Gás Natural,Agronegócio,Tropical,33646,16,44260,"0,5539",696032,2565,3076968,2220775
Londres,2022,Gás Natural,Tecnologia,Frio,34257,2,128767,"0,7967",993692,4454,548155,4452080
Paris,2023,Carvão,Agronegócio,Mediterrâneo,27500,21,244411,"0,8756",569081,278,5137696,3993399
Toronto,2023,Carvão,Financeiro,Tropical,34848,18,176304,"0,2346",711956,443,6941161,4662999
Vancouver,2022,Gás Natural,Tecnologia,Tropical,48581,25,408973,"0,6582",81532,4119,2121014,10301461
Sydney,2021,Gás Natural,Mineração,Desértico,28044,23,450937,"0,1129",339437,438,3034551,18095601
Melbourne,2015,Gás Natural,Manufatura,Temperado,13135,22,137403,"0,2775",119184,3372,3218747,9762304
Cidade do México,2016,Gás Natural,Agronegócio,Mediterrâneo,23227,16,394683,"0,5418",372666,2198,2908858,571043
Moscou,2017,Eólica,Manufatura,Temperado,22303,23,299666,"0,3747",195993,80,2386621,4236775
Nova York,2015,Carvão,Mineração,Temperado,46551,15,347271,"0,7253",204999,75,5077904,13316908
Los Angeles,2015,Nuclear,Mineração,Mediterrâneo,3996,18,464462,"0,1975",830058,3675,340514,1113368
São Paulo,2023,Gás Natural,Turismo,Frio,22194,24,141791,"0,1062",686098,28,4562465,1571124
Rio de Janeiro,2017,Gás Natural,Turismo,Desértico,31348,12,45706,"0,3654",631421,3509,5339793,1677091
Berlim,2022,Solar,Agronegócio,Temperado,3973,19,91042,"0,0588",141260,3959,120208,8558114
Munique,2023,Solar,Manufatura,Frio,23844,13,270272,"0,2808",205105,2888,2718904,2446336
Mumbai,2016,Gás Natural,Turismo,Tropical,2499,2,59990,"0,4029",367389,4695,154909,12242515
Nova Délhi,2019,Carvão,Agronegócio,Mediterrâneo,19259,22,155961,"0,0845",476455,1691,1598746,19696557
Pequim,2022,Gás Natural,Tecnologia,Tropical,48547,21,162105,"0,3595",185238,4358,5236874,11186012
Xangai,2018,Solar,Financeiro,Temperado,31442,16,211896,"0,8425",774992,4133,591368,1042729
Tóquio,2015,Carvão,Turismo,Desértico,17386,24,1887,"0,5303",91955,1594,1079193,2819075
Osaka,2019,Hidrelétrica,Manufatura,Tropical,11378,14,426028,"0,0593",272936,2663,2655644,1381620
Londres,2015,Eólica,Manufatura,Mediterrâneo,24846,8,33405,"0,3644",218518,2489,2090627,18482172
Paris,2016,Nuclear,Agronegócio,Frio,20310,11,129981,"0,0812",714008,961,3093522,15642551
Toronto,2016,Eólica,Manufatura,Desértico,29265,9,280484,"0,4544",571484,2952,2621364,5853940
Vancouver,2019,Gás Natural,Mineração,Frio,10054,22,306495,"0,2816",562357,1841,1972453,16958665
Sydney,2016,Solar,Financeiro,Tropical,22971,2,466453,"0,6666",634924,411,621478,2416021
Melbourne,2020,Gás Natural,Financeiro,Desértico,42796,13,303116,"0,3783",713526,3294,9685179,19388107
Cidade do México,2018,Nuclear,Agronegócio,Temperado,23435,18,93051,"0,1029",137949,3511,3777351,615306
Moscou,2017,Gás Natural,Financeiro,Mediterrâneo,13491,1,48435,"0,5661",806154,1398,2487704,16556714
Nova York,2023,Solar,Turismo,Mediterrâneo,16052,17,366790,"0,5507",552351,4593,268701,2565711
Los Angeles,2019,Carvão,Mineração,Desértico,49803,19,473895,"0,0637",319199,143,7248162,673838
São Paulo,2021,Gás Natural,Mineração,Temperado,36616,13,47612,"0,6538",107467,1503,155171,12121532
Rio de Janeiro,2015,Gás Natural,Manufatura,Temperado,39309,17,63060,"0,7802",275565,467,6178761,13094904
Berlim,2018,Solar,Tecnologia,Mediterrâneo,17941,6,448607,"0,1308",997736,4691,4178675,6015867
Munique,2018,Carvão,Agronegócio,Tropical,19013,8,181081,"0,4484",832274,783,4493672,8761456
Mumbai,2021,Carvão,Agronegócio,Mediterrâneo,48312,24,64804,"0,3762",500982,4647,9857666,11259271
Nova Délhi,2019,Solar,Mineração,Desértico,43458,25,137355,"0,7559",190004,115,8506705,8422395
Pequim,2017,Eólica,Mineração,Desértico,23905,7,109313,"0,5719",237497,1723,980003,7140549
Xangai,2019,Carvão,Financeiro,Desértico,42857,8,305746,"0,2393",33477,1426,600023,5109558
Tóquio,2019,Gás Natural,Financeiro,Mediterrâneo,39037,19,386249,"0,8394",320806,4572,522935,2949747
Osaka,2015,Nuclear,Manufatura,Desértico,25556,9,135213,"0,5745",986721,4789,5716757,6792372
Londres,2023,Hidrelétrica,Tecnologia,Frio,15816,7,382190,"0,8988",360776,2145,3252774,8154689
Paris,2015,Solar,Manufatura,Tropical,46114,12,328779,"0,0502",685548,3466,9574622,9814640
Toronto,2016,Solar,Tecnologia,Temperado,11174,21,45541,"0,2798",436512,297,2710856,11211395
Vancouver,2016,Hidrelétrica,Tecnologia,Mediterrâneo,5960,14,118221,"0,2173",696575,3743,1198252,11481373
Sydney,2015,Gás Natural,Agronegócio,Frio,4475,23,99610,"0,4404",763753,4501,79822,13212419
Melbourne,2023,Nuclear,Mineração,Mediterrâneo,37504,7,351821,"0,3499",287154,1409,5963321,12515811
Cidade do México,2023,Carvão,Mineração,Desértico,26274,24,466255,"0,2316",513079,691,5136355,3376207
Moscou,2023,Carvão,Agronegócio,Desértico,27968,7,154121,"0,4481",25509,2545,2403244,1754378
Nova York,2021,Carvão,Agronegócio,Mediterrâneo,49368,1,145048,"0,5919",556837,4112,5726974,13878317
Los Angeles,2015,Eólica,Mineração,Mediterrâneo,36979,15,431099,"0,4733",333191,3914,2626976,4214948
São Paulo,2019,Solar,Financeiro,Temperado,38025,19,379006,"0,4067",566678,455,1813366,10985645
Rio de Janeiro,2018,Hidrelétrica,Financeiro,Tropical,39321,9,383567,"0,6556",830423,135,6843815,16191654
Berlim,2017,Solar,Tecnologia,Temperado,23326,7,313976,"0,1279",876803,1373,5247549,16204939
Munique,2022,Carvão,Financeiro,Desértico,27204,7,437782,"0,6748",359031,1745,1132328,17449320
Mumbai,2022,Solar,Agronegócio,Temperado,49854,14,352981,"0,5648",268873,2088,907609,14746585
Nova Délhi,2020,Carvão,Mineração,Temperado,34511,9,445799,"0,1587",58043,4674,638161,3639404
Pequim,2017,Nuclear,Manufatura,Desértico,14158,2,36492,"0,5818",82708,2163,225928,7808539
Xangai,2016,Gás Natural,Turismo,Desértico,17864,21,15843,"0,5705",426014,2798,138463,15269778
Tóquio,2019,Eólica,Mineração,Temperado,20996,14,165325,"0,5173",618252,2031,2408895,853584
Osaka,2017,Nuclear,Turismo,Mediterrâneo,1215,7,399511,"0,5999",637126,364,191264,4897368
Londres,2022,Eólica,Financeiro,Temperado,13457,18,146695,"0,4683",862557,2547,2588196,14506404
Paris,2023,Eólica,Tecnologia,Mediterrâneo,44580,11,426929,"0,1319",197445,1171,3945919,12709757
Toronto,2018,Hidrelétrica,Manufatura,Desértico,1447,22,167219,"0,3019",584396,712,84468,10096455
Vancouver,2021,Carvão,Turismo,Frio,42544,13,461242,"0,8311",200204,3332,9512169,15521239
Sydney,2015,Gás Natural,Tecnologia,Temperado,45069,19,104515,"0,6137",187520,112,1927391,16699889
Melbourne,2022,Nuclear,Tecnologia,Desértico,14691,18,264966,"0,2704",656432,2707,3161889,3988343
Cidade do México,2017,Carvão,Manufatura,Temperado,8823,18,454114,"0,2232",218420,3561,924794,9644826
Moscou,2016,Hidrelétrica,Agronegócio,Mediterrâneo,29381,18,36074,"0,2071",955359,1518,3398833,18630252
Nova York,2022,Solar,Turismo,Temperado,12717,24,233723,"0,5318",776155,2631,2535802,12087995
Los Angeles,2017,Hidrelétrica,Agronegócio,Temperado,26703,24,273585,"0,2527",844456,3878,6038445,635338
São Paulo,2016,Carvão,Manufatura,Tropical,4662,17,287936,"0,3464",800333,1584,213933,18048218
Rio de Janeiro,2021,Nuclear,Manufatura,Frio,20547,25,156329,"0,4999",397355,2311,4760227,14589569
Berlim,2015,Eólica,Manufatura,Temperado,6606,14,92305,"0,8931",248432,733,90616,12311076
Munique,2015,Hidrelétrica,Turismo,Frio,6304,24,327674,"0,5079",606564,4986,856951,12777668
Mumbai,2015,Carvão,Financeiro,Frio,34809,16,40715,"0,017",636396,3669,690821,3849088
Nova Délhi,2018,Nuclear,Tecnologia,Mediterrâneo,24913,2,391898,"0,3086",392510,1709,3744302,9839578
Pequim,2022,Hidrelétrica,Manufatura,Tropical,28450,6,310574,"0,6245",919483,1305,6347248,14929771
Xangai,2019,Carvão,Tecnologia,Temperado,30321,21,180491,"0,081",405667,3577,3578122,16257260
Tóquio,2015,Hidrelétrica,Financeiro,Temperado,27892,15,347511,"0,7848",665397,4739,3793965,9303947
Osaka,2019,Eólica,Financeiro,Desértico,47850,12,260525,"0,1067",367748,3256,4644876,18948651
Londres,2017,Hidrelétrica,Tecnologia,Tropical,18048,5,164776,"0,1603",78079,2824,3297316,1995630
Paris,2017,Carvão,Turismo,Mediterrâneo,27149,18,373898,"0,7951",71864,3687,5728997,1947881
Toronto,2023,Solar,Turismo,Desértico,47098,17,20602,"0,5651",340590,3153,4730566,2342706
Vancouver,2015,Nuclear,Turismo,Frio,29092,15,405509,"0,7991",82241,2476,7258598,14177210
Sydney,2021,Gás Natural,Tecnologia,Tropical,33350,17,269520,"0,7831",646285,376,135725,6781793
Melbourne,2023,Hidrelétrica,Manufatura,Temperado,27241,22,441875,"0,7434",299762,2646,5016081,18390459
Cidade do México,2021,Nuclear,Manufatura,Tropical,10659,13,124399,"0,5983",797762,1499,101868,5496875
Moscou,2016,Hidrelétrica,Tecnologia,Temperado,43717,13,89242,"0,2145",971309,1687,3234085,19601444
Nova York,2021,Nuclear,Mineração,Mediterrâneo,22695,8,414702,"0,1817",770758,2304,1436839,17442795
Los Angeles,2019,Carvão,Financeiro,Desértico,1748,8,403966,"0,4997",52845,3522,236915,8659126
São Paulo,2017,Solar,Financeiro,Mediterrâneo,30333,14,25669,"0,2718",256135,648,2097908,2197557
Rio de Janeiro,2015,Carvão,Agronegócio,Mediterrâneo,48583,22,127683,"0,8279",282009,179,2712427,5359417
Berlim,2015,Carvão,Tecnologia,Temperado,16214,13,300958,"0,1651",900710,185,3407365,6886249
Munique,2020,Eólica,Manufatura,Desértico,49685,15,90619,"0,5472",787123,3269,7922739,13219300
Mumbai,2019,Solar,Tecnologia,Temperado,10480,22,456451,"0,4581",561834,196,264888,9317160
Nova Délhi,2021,Hidrelétrica,Mineração,Temperado,21791,24,92321,"0,3927",709589,231,1015489,7461690
Pequim,2015,Eólica,Mineração,Desértico,21548,15,435598,"0,1178",883020,1802,316035,12815525
Xangai,2016,Gás Natural,Mineração,Mediterrâneo,24001,14,91985,"0,8313",352914,89,5395144,8179896
Tóquio,2021,Hidrelétrica,Turismo,Frio,4276,14,143543,"0,6425",253544,1653,457435,15397106
Osaka,2023,Carvão,Tecnologia,Frio,1955,7,111105,"0,4721",417309,4094,67084,11726960
Londres,2023,Nuclear,Mineração,Mediterrâneo,44398,21,26932,"0,1337",412644,2069,314053,15920371
Paris,2023,Carvão,Mineração,Temperado,46628,5,273205,"0,4699",454956,1908,403177,19244870
Toronto,2019,Eólica,Tecnologia,Temperado,37372,22,62791,"0,0387",120375,2831,7264432,10156140
Vancouver,2018,Gás Natural,Financeiro,Tropical,48711,9,73777,"0,0107",187000,4424,5268689,13038056
Sydney,2019,Eólica,Manufatura,Desértico,13037,9,144204,"0,1473",613268,3852,2220958,11924033
Melbourne,2017,Gás Natural,Agronegócio,Temperado,19331,22,381930,"0,6572",758358,253,569963,11559418
Cidade do México,2016,Nuclear,Turismo,Frio,44309,17,98195,"0,0235",276764,240,491366,6771693
Moscou,2023,Solar,Manufatura,Desértico,24238,12,440850,"0,5987",170318,2797,1520075,14704094
Nova York,2019,Hidrelétrica,Tecnologia,Mediterrâneo,33416,6,115962,"0,3626",494091,2942,6069995,1380140
Los Angeles,2020,Hidrelétrica,Manufatura,Tropical,40345,11,86617,"0,3311",545524,97,2542709,4343209
São Paulo,2022,Nuclear,Manufatura,Frio,27090,18,201503,"0,3766",75050,4006,3805519,8350709
Rio de Janeiro,2019,Hidrelétrica,Turismo,Desértico,31557,24,78831,"0,4319",225279,672,3866127,2134754
Berlim,2023,Eólica,Mineração,Temperado,49582,25,118149,"0,0263",221386,901,9751692,6805245
Munique,2017,Carvão,Agronegócio,Tropical,21791,13,387430,"0,1885",695982,318,3473954,3751281
Mumbai,2021,Hidrelétrica,Agronegócio,Temperado,1590,1,46436,"0,3416",864121,2094,277938,13567004
Nova Délhi,2019,Eólica,Agronegócio,Tropical,14995,13,155301,"0,7634",593619,1392,2754361,6513345
Pequim,2019,Solar,Financeiro,Temperado,24209,6,498902,"0,3617",851343,1895,3211591,16508499
Xangai,2020,Gás Natural,Manufatura,Desértico,16520,1,140204,"0,0813",29438,807,1966128,11855805
Tóquio,2016,Gás Natural,Agronegócio,Desértico,28680,23,368817,"0,8858",197081,3133,5117388,4353796
Osaka,2016,Gás Natural,Turismo,Frio,14463,15,173321,"0,1332",201275,2981,66679,10130862
Londres,2018,Eólica,Agronegócio,Frio,35726,21,162455,"0,4425",477760,4513,7495847,12211486
Paris,2015,Eólica,Agronegócio,Mediterrâneo,41008,23,369413,"0,4582",904563,1747,4695899,3548675
Toronto,2022,Hidrelétrica,Financeiro,Temperado,14998,6,315623,"0,4228",707422,1469,2386631,672042
Vancouver,2021,Eólica,Manufatura,Frio,22499,13,298687,"0,8422",909843,437,1809814,5266368
Sydney,2023,Gás Natural,Manufatura,Desértico,16432,11,388380,"0,6833",97428,3164,1003349,17806735
Melbourne,2020,Carvão,Financeiro,Desértico,3582,19,56471,"0,1802",742780,1925,444832,9074856
Cidade do México,2015,Hidrelétrica,Turismo,Frio,40252,2,474647,"0,8573",494220,2806,917798,11946556
Moscou,2018,Carvão,Manufatura,Tropical,16904,14,354433,"0,2742",810892,4013,1911789,18071475
Nova York,2019,Eólica,Agronegócio,Temperado,13821,16,53379,"0,5417",202911,4164,157450,947251
Los Angeles,2023,Gás Natural,Agronegócio,Desértico,41822,24,482169,"0,8373",618101,2089,766983,7374495
São Paulo,2021,Eólica,Financeiro,Mediterrâneo,14362,6,155392,"0,8707",546471,123,1942035,16353833
Rio de Janeiro,2022,Solar,Tecnologia,Frio,30821,11,107174,"0,5382",247118,4634,3851803,3036341
Berlim,2020,Solar,Manufatura,Mediterrâneo,46198,13,263295,"0,5014",218428,1696,4977658,3241834
Munique,2017,Carvão,Manufatura,Tropical,37846,16,158811,"0,2637",98462,3999,5861678,13193770
Mumbai,2017,Nuclear,Agronegócio,Tropical,7180,9,476520,"0,5982",882346,99,1436938,5391095
Nova Délhi,2016,Nuclear,Mineração,Temperado,4457,15,315516,"0,5953",156360,4667,677838,1609142
Pequim,2017,Gás Natural,Turismo,Mediterrâneo,3646,14,271413,"0,4501",196332,4519,579189,9128049
Xangai,2017,Nuclear,Turismo,Tropical,20850,24,64605,"0,3537",638414,2927,432959,14104300
Tóquio,2022,Nuclear,Manufatura,Temperado,31476,13,393598,"0,6014",143874,2907,3727932,18030187
Osaka,2019,Carvão,Turismo,Tropical,4744,19,22273,"0,4218",34148,283,162824,1974672
Londres,2022,Gás Natural,Mineração,Mediterrâneo,15527,23,383677,"0,3011",610513,3404,1773995,9483117
Paris,2019,Nuclear,Manufatura,Mediterrâneo,16006,6,445646,"0,5366",291178,4684,2592972,14898555
Toronto,2020,Gás Natural,Manufatura,Tropical,33517,22,348725,"0,5188",795189,948,702532,19231139
Vancouver,2019,Nuclear,Turismo,Desértico,3062,21,428994,"0,4078",107949,200,342371,932417
Sydney,2018,Gás Natural,Agronegócio,Mediterrâneo,1723,17,75878,"0,6078",355022,3477,238599,6023395
Melbourne,2016,Nuclear,Financeiro,Mediterrâneo,42655,14,5851,"0,3057",254881,1399,366707,18833845
Cidade do México,2019,Gás Natural,Mineração,Temperado,2919,13,364243,"0,0248",20936,481,223115,2377223
Moscou,2017,Carvão,Tecnologia,Frio,45902,21,273218,"0,3468",880059,2168,2082128,16130993
Nova York,2021,Hidrelétrica,Mineração,Tropical,2998,13,356489,"0,6226",926334,3133,106982,13151500
Los Angeles,2015,Gás Natural,Financeiro,Desértico,7430,8,404696,"0,2273",993552,1749,1799536,17593863
São Paulo,2022,Eólica,Tecnologia,Tropical,21576,14,299314,"0,6878",853346,1412,830737,18712658
Rio de Janeiro,2019,Gás Natural,Turismo,Mediterrâneo,36246,23,416673,"0,4866",617828,937,2998685,9942406
Berlim,2019,Gás Natural,Manufatura,Temperado,39416,2,310624,"0,5573",621424,1832,5365211,9720246
Munique,2017,Nuclear,Mineração,Frio,30201,22,237732,"0,6279",738396,4906,1910701,10084451
Mumbai,2022,Eólica,Agronegócio,Desértico,23434,16,206237,"0,2801",318705,1456,3186956,13348976
Nova Délhi,2015,Carvão,Mineração,Temperado,5383,18,10321,"0,0528",383172,3108,698575,5084639
Pequim,2016,Carvão,Tecnologia,Frio,19898,21,173805,"0,2588",259427,2328,2340013,12688406
Xangai,2019,Gás Natural,Manufatura,Desértico,48074,15,113138,"0,8758",863556,3057,9484676,13143278
Tóquio,2020,Solar,Turismo,Frio,40133,17,78631,"0,1334",246944,1194,5815192,18880266
Osaka,2015,Nuclear,Turismo,Desértico,42575,16,418963,"0,5011",194139,3847,4752402,10727138
Londres,2023,Hidrelétrica,Tecnologia,Temperado,37961,6,412299,"0,6854",848002,1561,3302747,18915869
Paris,2017,Solar,Agronegócio,Tropical,13241,11,484017,"0,4279",97138,916,3139606,3383285
Toronto,2023,Hidrelétrica,Mineração,Tropical,2001,13,176792,"0,1525",547701,1773,45518,19064591
Vancouver,2017,Eólica,Turismo,Desértico,25218,18,327076,"0,5696",824231,1948,390197,13214167
Sydney,2021,Gás Natural,Turismo,Temperado,38084,13,280756,"0,1404",353175,1615,1347147,6032791
Melbourne,2017,Carvão,Tecnologia,Frio,20061,13,21012,"0,7116",422573,4022,394899,8250931
Cidade do México,2017,Hidrelétrica,Mineração,Mediterrâneo,30870,1,229339,"0,1762",190508,3124,5334274,15445219
Moscou,2016,Nuclear,Manufatura,Desértico,2951,12,96906,"0,7108",288527,897,181633,13552283
Nova York,2017,Hidrelétrica,Mineração,Frio,31535,24,376071,"0,8369",548909,12,6124879,18798419
Los Angeles,2017,Gás Natural,Agronegócio,Mediterrâneo,31559,11,134443,"0,8446",388401,3963,6379877,12632965
São Paulo,2021,Carvão,Mineração,Temperado,26803,17,425915,"0,1986",239336,3116,4032005,6026065
Rio de Janeiro,2021,Carvão,Mineração,Tropical,45522,11,160585,"0,2421",692014,432,1059127,2967070
Berlim,2022,Solar,Financeiro,Frio,18072,21,94122,"0,8073",579762,1578,936586,8864981
Munique,2021,Solar,Tecnologia,Desértico,46129,14,310621,"0,1314",589172,1396,8080216,6107099
Mumbai,2023,Nuclear,Manufatura,Temperado,15121,23,77379,"0,1754",638567,1462,277684,2876377
Nova Délhi,2020,Carvão,Mineração,Mediterrâneo,20267,12,241889,"0,4305",263894,303,4364457,9901957
Pequim,2021,Carvão,Financeiro,Temperado,5511,15,495480,"0,7265",842829,76,263208,6252171
Xangai,2020,Solar,Agronegócio,Tropical,37096,22,287868,"0,8385",346109,3105,1435281,9891195
Tóquio,2020,Nuclear,Turismo,Desértico,3314,7,259168,"0,0806",668076,1744,344525,15237870
Osaka,2021,Eólica,Manufatura,Mediterrâneo,26394,21,25172,"0,8441",404791,1758,3025024,3311822
Londres,2021,Carvão,Mineração,Mediterrâneo,17198,15,370905,"0,1134",516527,3019,3768304,13869563
Paris,2018,Solar,Agronegócio,Frio,30772,7,382160,"0,1701",929060,4969,7478094,12771532
Toronto,2023,Hidrelétrica,Tecnologia,Desértico,44763,25,23513,"0,5227",694148,4953,3151799,14552214
Vancouver,2022,Eólica,Turismo,Temperado,49938,24,413271,"0,7966",943893,75,1132462,19020055
Sydney,2022,Carvão,Financeiro,Frio,9337,17,24257,"0,3062",979124,4478,1455466,14951708
Melbourne,2018,Eólica,Financeiro,Mediterrâneo,2261,13,265993,"0,8228",712683,4573,337646,8715093
Cidade do México,2023,Gás Natural,Agronegócio,Desértico,43885,1,408034,"0,1896",95849,4355,7439728,9425180
Moscou,2019,Eólica,Manufatura,Frio,37282,7,272726,"0,8339",511781,4756,2180639,17527336
Nova York,2022,Gás Natural,Agronegócio,Temperado,48753,8,272714,"0,4433",392525,3712,7856186,4596428
Los Angeles,2016,Gás Natural,Tecnologia,Tropical,21259,18,457352,"0,4129",653253,2807,3740137,10829537
São Paulo,2016,Carvão,Financeiro,Temperado,43135,13,17846,"0,1966",533213,1769,2461424,7780980
